family,seed,fold,run_id,raw_crossings,current_contact_owned_activations,timing_state_actionable_events,persistence_completed_detections,affected_foot_selected_detections,detected_episodes,detected_run
S4-B,202608223,0,sand_solref_interpolation_3of4_stronger_v2_0p20_v00,0,0,0,0,0,0,False
S4-B,202608223,0,sand_solref_interpolation_5of6_stronger_v2_0p20_v00,0,0,0,0,0,0,False
S4-B,202608223,0,marble_native_0p10_v03,0,0,0,0,0,0,False
S4-B,202608223,0,concrete_native_0p10_v03,0,0,0,0,0,0,False
S4-B,202608223,0,sand_hardened_0p10_v03,0,0,0,0,0,0,False
S4-B,202608223,0,ice_native_0p10_v03,15,9,11,9,9,9,True
S4-B,202608223,0,sand_solref_interpolation_1of3_0p10_v03,0,0,0,0,0,0,False
S4-B,202608223,0,sand_solref_interpolation_2of3_0p10_v03,0,0,0,0,0,0,False
S4-B,202608223,0,sand_solref_interpolation_3of4_stronger_v2_0p10_v03,0,0,0,0,0,0,False
S4-B,202608223,0,sand_solref_interpolation_5of6_stronger_v2_0p10_v03,0,0,0,0,0,0,False
S4-B,202608223,0,marble_native_0p15_v03,0,0,0,0,0,0,False
S4-B,202608223,0,concrete_native_0p15_v03,0,0,0,0,0,0,False
S4-B,202608223,0,sand_hardened_0p15_v03,0,0,0,0,0,0,False
S4-B,202608223,0,ice_native_0p15_v03,15,3,7,3,3,3,True
S4-B,202608223,0,sand_solref_interpolation_1of3_0p15_v03,0,0,0,0,0,0,False
S4-B,202608223,0,sand_solref_interpolation_2of3_0p15_v03,0,0,0,0,0,0,False
S4-B,202608223,0,sand_solref_interpolation_3of4_stronger_v2_0p15_v03,0,0,0,0,0,0,False
S4-B,202608223,0,sand_solref_interpolation_5of6_stronger_v2_0p15_v03,0,0,0,0,0,0,False
S4-B,202608223,0,marble_native_0p20_v03,0,0,0,0,0,0,False
S4-B,202608223,0,concrete_native_0p20_v03,0,0,0,0,0,0,False
S4-B,202608223,0,sand_hardened_0p20_v03,0,0,0,0,0,0,False
S4-B,202608223,0,ice_native_0p20_v03,17,6,10,6,6,6,True
S4-B,202608223,0,sand_solref_interpolation_1of3_0p20_v03,0,0,0,0,0,0,False
S4-B,202608223,0,sand_solref_interpolation_2of3_0p20_v03,0,0,0,0,0,0,False
S4-B,202608223,0,sand_solref_interpolation_3of4_stronger_v2_0p20_v03,0,0,0,0,0,0,False
S4-B,202608223,0,sand_solref_interpolation_5of6_stronger_v2_0p20_v03,0,0,0,0,0,0,False
S4-B,202608223,1,marble_native_0p10_v01,0,0,0,0,0,0,False
S4-B,202608223,1,concrete_native_0p10_v01,0,0,0,0,0,0,False
S4-B,202608223,1,sand_hardened_0p10_v01,0,0,0,0,0,0,False
S4-B,202608223,1,ice_native_0p10_v01,19,9,12,9,9,9,True
S4-B,202608223,1,sand_solref_interpolation_1of3_0p10_v01,0,0,0,0,0,0,False
S4-B,202608223,1,sand_solref_interpolation_2of3_0p10_v01,0,0,0,0,0,0,False
S4-B,202608223,1,sand_solref_interpolation_3of4_stronger_v2_0p10_v01,0,0,0,0,0,0,False
S4-B,202608223,1,sand_solref_interpolation_5of6_stronger_v2_0p10_v01,0,0,0,0,0,0,False
S4-B,202608223,1,marble_native_0p15_v01,0,0,0,0,0,0,False
S4-B,202608223,1,concrete_native_0p15_v01,0,0,0,0,0,0,False
S4-B,202608223,1,sand_hardened_0p15_v01,0,0,0,0,0,0,False
S4-B,202608223,1,ice_native_0p15_v01,18,5,11,5,5,5,True
S4-B,202608223,1,sand_solref_interpolation_1of3_0p15_v01,0,0,0,0,0,0,False
S4-B,202608223,1,sand_solref_interpolation_2of3_0p15_v01,0,0,0,0,0,0,False
S4-B,202608223,1,sand_solref_interpolation_3of4_stronger_v2_0p15_v01,0,0,0,0,0,0,False
S4-B,202608223,1,sand_solref_interpolation_5of6_stronger_v2_0p15_v01,0,0,0,0,0,0,False
S4-B,202608223,1,marble_native_0p20_v01,0,0,0,0,0,0,False
S4-B,202608223,1,concrete_native_0p20_v01,0,0,0,0,0,0,False
S4-B,202608223,1,sand_hardened_0p20_v01,0,0,0,0,0,0,False
S4-B,202608223,1,ice_native_0p20_v01,12,6,10,6,6,6,True
S4-B,202608223,1,sand_solref_interpolation_1of3_0p20_v01,0,0,0,0,0,0,False
S4-B,202608223,1,sand_solref_interpolation_2of3_0p20_v01,0,0,0,0,0,0,False
S4-B,202608223,1,sand_solref_interpolation_3of4_stronger_v2_0p20_v01,0,0,0,0,0,0,False
S4-B,202608223,1,sand_solref_interpolation_5of6_stronger_v2_0p20_v01,0,0,0,0,0,0,False
S4-B,202608223,1,marble_native_0p10_v04,0,0,0,0,0,0,False
S4-B,202608223,1,concrete_native_0p10_v04,0,0,0,0,0,0,False
S4-B,202608223,1,sand_hardened_0p10_v04,0,0,0,0,0,0,False
S4-B,202608223,1,ice_native_0p10_v04,23,9,13,8,8,8,True
S4-B,202608223,1,sand_solref_interpolation_1of3_0p10_v04,0,0,0,0,0,0,False
S4-B,202608223,1,sand_solref_interpolation_2of3_0p10_v04,0,0,0,0,0,0,False
S4-B,202608223,1,sand_solref_interpolation_3of4_stronger_v2_0p10_v04,0,0,0,0,0,0,False
S4-B,202608223,1,sand_solref_interpolation_5of6_stronger_v2_0p10_v04,0,0,0,0,0,0,False
S4-B,202608223,1,marble_native_0p15_v04,0,0,0,0,0,0,False
S4-B,202608223,1,concrete_native_0p15_v04,0,0,0,0,0,0,False
S4-B,202608223,1,sand_hardened_0p15_v04,0,0,0,0,0,0,False
S4-B,202608223,1,ice_native_0p15_v04,13,8,12,8,8,8,True
S4-B,202608223,1,sand_solref_interpolation_1of3_0p15_v04,0,0,0,0,0,0,False
S4-B,202608223,1,sand_solref_interpolation_2of3_0p15_v04,0,0,0,0,0,0,False
S4-B,202608223,1,sand_solref_interpolation_3of4_stronger_v2_0p15_v04,0,0,0,0,0,0,False
S4-B,202608223,1,sand_solref_interpolation_5of6_stronger_v2_0p15_v04,0,0,0,0,0,0,False
S4-B,202608223,1,marble_native_0p20_v04,0,0,0,0,0,0,False
S4-B,202608223,1,concrete_native_0p20_v04,0,0,0,0,0,0,False
S4-B,202608223,1,sand_hardened_0p20_v04,0,0,0,0,0,0,False
S4-B,202608223,1,ice_native_0p20_v04,18,4,15,4,4,4,True
S4-B,202608223,1,sand_solref_interpolation_1of3_0p20_v04,0,0,0,0,0,0,False
S4-B,202608223,1,sand_solref_interpolation_2of3_0p20_v04,0,0,0,0,0,0,False
S4-B,202608223,1,sand_solref_interpolation_3of4_stronger_v2_0p20_v04,0,0,0,0,0,0,False
S4-B,202608223,1,sand_solref_interpolation_5of6_stronger_v2_0p20_v04,0,0,0,0,0,0,False
S4-B,202608223,2,marble_native_0p10_v02,0,0,0,0,0,0,False
S4-B,202608223,2,concrete_native_0p10_v02,0,0,0,0,0,0,False
S4-B,202608223,2,sand_hardened_0p10_v02,0,0,0,0,0,0,False
S4-B,202608223,2,ice_native_0p10_v02,31,7,14,7,7,7,True
S4-B,202608223,2,sand_solref_interpolation_1of3_0p10_v02,0,0,0,0,0,0,False
S4-B,202608223,2,sand_solref_interpolation_2of3_0p10_v02,0,0,0,0,0,0,False
S4-B,202608223,2,sand_solref_interpolation_3of4_stronger_v2_0p10_v02,0,0,0,0,0,0,False
S4-B,202608223,2,sand_solref_interpolation_5of6_stronger_v2_0p10_v02,0,0,0,0,0,0,False
S4-B,202608223,2,marble_native_0p15_v02,0,0,0,0,0,0,False
S4-B,202608223,2,concrete_native_0p15_v02,0,0,0,0,0,0,False
S4-B,202608223,2,sand_hardened_0p15_v02,0,0,0,0,0,0,False
S4-B,202608223,2,ice_native_0p15_v02,12,5,9,5,5,5,True
S4-B,202608223,2,sand_solref_interpolation_1of3_0p15_v02,0,0,0,0,0,0,False
S4-B,202608223,2,sand_solref_interpolation_2of3_0p15_v02,0,0,0,0,0,0,False
S4-B,202608223,2,sand_solref_interpolation_3of4_stronger_v2_0p15_v02,0,0,0,0,0,0,False
S4-B,202608223,2,sand_solref_interpolation_5of6_stronger_v2_0p15_v02,0,0,0,0,0,0,False
S4-B,202608223,2,marble_native_0p20_v02,0,0,0,0,0,0,False
S4-B,202608223,2,concrete_native_0p20_v02,0,0,0,0,0,0,False
S4-B,202608223,2,sand_hardened_0p20_v02,0,0,0,0,0,0,False
S4-B,202608223,2,ice_native_0p20_v02,8,5,7,5,5,5,True
S4-B,202608223,2,sand_solref_interpolation_1of3_0p20_v02,0,0,0,0,0,0,False
S4-B,202608223,2,sand_solref_interpolation_2of3_0p20_v02,0,0,0,0,0,0,False
S4-B,202608223,2,sand_solref_interpolation_3of4_stronger_v2_0p20_v02,0,0,0,0,0,0,False
S4-B,202608223,2,sand_solref_interpolation_5of6_stronger_v2_0p20_v02,0,0,0,0,0,0,False
S4-C,202608221,0,marble_native_0p10_v00,0,0,0,0,0,0,False
S4-C,202608221,0,concrete_native_0p10_v00,0,0,0,0,0,0,False
S4-C,202608221,0,sand_hardened_0p10_v00,0,0,0,0,0,0,False
S4-C,202608221,0,ice_native_0p10_v00,18,6,14,6,6,6,True
S4-C,202608221,0,sand_solref_interpolation_1of3_0p10_v00,0,0,0,0,0,0,False
S4-C,202608221,0,sand_solref_interpolation_2of3_0p10_v00,0,0,0,0,0,0,False
S4-C,202608221,0,sand_solref_interpolation_3of4_stronger_v2_0p10_v00,0,0,0,0,0,0,False
S4-C,202608221,0,sand_solref_interpolation_5of6_stronger_v2_0p10_v00,0,0,0,0,0,0,False
S4-C,202608221,0,marble_native_0p15_v00,0,0,0,0,0,0,False
S4-C,202608221,0,concrete_native_0p15_v00,0,0,0,0,0,0,False
S4-C,202608221,0,sand_hardened_0p15_v00,0,0,0,0,0,0,False
S4-C,202608221,0,ice_native_0p15_v00,23,6,12,6,6,6,True
S4-C,202608221,0,sand_solref_interpolation_1of3_0p15_v00,0,0,0,0,0,0,False
S4-C,202608221,0,sand_solref_interpolation_2of3_0p15_v00,0,0,0,0,0,0,False
S4-C,202608221,0,sand_solref_interpolation_3of4_stronger_v2_0p15_v00,0,0,0,0,0,0,False
S4-C,202608221,0,sand_solref_interpolation_5of6_stronger_v2_0p15_v00,0,0,0,0,0,0,False
S4-C,202608221,0,marble_native_0p20_v00,0,0,0,0,0,0,False
S4-C,202608221,0,concrete_native_0p20_v00,0,0,0,0,0,0,False
S4-C,202608221,0,sand_hardened_0p20_v00,0,0,0,0,0,0,False
S4-C,202608221,0,ice_native_0p20_v00,14,5,13,5,5,5,True
S4-C,202608221,0,sand_solref_interpolation_1of3_0p20_v00,0,0,0,0,0,0,False
S4-C,202608221,0,sand_solref_interpolation_2of3_0p20_v00,0,0,0,0,0,0,False
S4-C,202608221,0,sand_solref_interpolation_3of4_stronger_v2_0p20_v00,0,0,0,0,0,0,False
S4-C,202608221,0,sand_solref_interpolation_5of6_stronger_v2_0p20_v00,0,0,0,0,0,0,False
S4-C,202608221,0,marble_native_0p10_v03,0,0,0,0,0,0,False
S4-C,202608221,0,concrete_native_0p10_v03,0,0,0,0,0,0,False
S4-C,202608221,0,sand_hardened_0p10_v03,0,0,0,0,0,0,False
S4-C,202608221,0,ice_native_0p10_v03,15,9,11,9,9,9,True
S4-C,202608221,0,sand_solref_interpolation_1of3_0p10_v03,0,0,0,0,0,0,False
S4-C,202608221,0,sand_solref_interpolation_2of3_0p10_v03,0,0,0,0,0,0,False
S4-C,202608221,0,sand_solref_interpolation_3of4_stronger_v2_0p10_v03,0,0,0,0,0,0,False
S4-C,202608221,0,sand_solref_interpolation_5of6_stronger_v2_0p10_v03,0,0,0,0,0,0,False
S4-C,202608221,0,marble_native_0p15_v03,0,0,0,0,0,0,False
S4-C,202608221,0,concrete_native_0p15_v03,0,0,0,0,0,0,False
S4-C,202608221,0,sand_hardened_0p15_v03,0,0,0,0,0,0,False
S4-C,202608221,0,ice_native_0p15_v03,15,3,7,3,3,3,True
S4-C,202608221,0,sand_solref_interpolation_1of3_0p15_v03,0,0,0,0,0,0,False
S4-C,202608221,0,sand_solref_interpolation_2of3_0p15_v03,0,0,0,0,0,0,False
S4-C,202608221,0,sand_solref_interpolation_3of4_stronger_v2_0p15_v03,0,0,0,0,0,0,False
S4-C,202608221,0,sand_solref_interpolation_5of6_stronger_v2_0p15_v03,0,0,0,0,0,0,False
S4-C,202608221,0,marble_native_0p20_v03,0,0,0,0,0,0,False
S4-C,202608221,0,concrete_native_0p20_v03,0,0,0,0,0,0,False
S4-C,202608221,0,sand_hardened_0p20_v03,0,0,0,0,0,0,False
S4-C,202608221,0,ice_native_0p20_v03,17,6,10,6,6,6,True
S4-C,202608221,0,sand_solref_interpolation_1of3_0p20_v03,0,0,0,0,0,0,False
S4-C,202608221,0,sand_solref_interpolation_2of3_0p20_v03,0,0,0,0,0,0,False
S4-C,202608221,0,sand_solref_interpolation_3of4_stronger_v2_0p20_v03,0,0,0,0,0,0,False
S4-C,202608221,0,sand_solref_interpolation_5of6_stronger_v2_0p20_v03,0,0,0,0,0,0,False
S4-C,202608221,1,marble_native_0p10_v01,0,0,0,0,0,0,False
S4-C,202608221,1,concrete_native_0p10_v01,0,0,0,0,0,0,False
S4-C,202608221,1,sand_hardened_0p10_v01,0,0,0,0,0,0,False
S4-C,202608221,1,ice_native_0p10_v01,19,7,12,7,7,7,True
S4-C,202608221,1,sand_solref_interpolation_1of3_0p10_v01,0,0,0,0,0,0,False
S4-C,202608221,1,sand_solref_interpolation_2of3_0p10_v01,0,0,0,0,0,0,False
S4-C,202608221,1,sand_solref_interpolation_3of4_stronger_v2_0p10_v01,0,0,0,0,0,0,False
S4-C,202608221,1,sand_solref_interpolation_5of6_stronger_v2_0p10_v01,0,0,0,0,0,0,False
S4-C,202608221,1,marble_native_0p15_v01,0,0,0,0,0,0,False
S4-C,202608221,1,concrete_native_0p15_v01,0,0,0,0,0,0,False
S4-C,202608221,1,sand_hardened_0p15_v01,0,0,0,0,0,0,False
S4-C,202608221,1,ice_native_0p15_v01,18,5,11,5,5,5,True
S4-C,202608221,1,sand_solref_interpolation_1of3_0p15_v01,0,0,0,0,0,0,False
S4-C,202608221,1,sand_solref_interpolation_2of3_0p15_v01,0,0,0,0,0,0,False
S4-C,202608221,1,sand_solref_interpolation_3of4_stronger_v2_0p15_v01,0,0,0,0,0,0,False
S4-C,202608221,1,sand_solref_interpolation_5of6_stronger_v2_0p15_v01,0,0,0,0,0,0,False
S4-C,202608221,1,marble_native_0p20_v01,0,0,0,0,0,0,False
S4-C,202608221,1,concrete_native_0p20_v01,0,0,0,0,0,0,False
S4-C,202608221,1,sand_hardened_0p20_v01,0,0,0,0,0,0,False
S4-C,202608221,1,ice_native_0p20_v01,12,5,10,5,5,5,True
S4-C,202608221,1,sand_solref_interpolation_1of3_0p20_v01,0,0,0,0,0,0,False
S4-C,202608221,1,sand_solref_interpolation_2of3_0p20_v01,0,0,0,0,0,0,False
S4-C,202608221,1,sand_solref_interpolation_3of4_stronger_v2_0p20_v01,0,0,0,0,0,0,False
S4-C,202608221,1,sand_solref_interpolation_5of6_stronger_v2_0p20_v01,0,0,0,0,0,0,False
S4-C,202608221,1,marble_native_0p10_v04,0,0,0,0,0,0,False
S4-C,202608221,1,concrete_native_0p10_v04,0,0,0,0,0,0,False
S4-C,202608221,1,sand_hardened_0p10_v04,0,0,0,0,0,0,False
S4-C,202608221,1,ice_native_0p10_v04,23,8,13,7,7,7,True
S4-C,202608221,1,sand_solref_interpolation_1of3_0p10_v04,0,0,0,0,0,0,False
S4-C,202608221,1,sand_solref_interpolation_2of3_0p10_v04,0,0,0,0,0,0,False
S4-C,202608221,1,sand_solref_interpolation_3of4_stronger_v2_0p10_v04,0,0,0,0,0,0,False
S4-C,202608221,1,sand_solref_interpolation_5of6_stronger_v2_0p10_v04,0,0,0,0,0,0,False
S4-C,202608221,1,marble_native_0p15_v04,0,0,0,0,0,0,False
S4-C,202608221,1,concrete_native_0p15_v04,0,0,0,0,0,0,False
S4-C,202608221,1,sand_hardened_0p15_v04,0,0,0,0,0,0,False
S4-C,202608221,1,ice_native_0p15_v04,13,8,12,8,8,8,True
S4-C,202608221,1,sand_solref_interpolation_1of3_0p15_v04,0,0,0,0,0,0,False
S4-C,202608221,1,sand_solref_interpolation_2of3_0p15_v04,0,0,0,0,0,0,False
S4-C,202608221,1,sand_solref_interpolation_3of4_stronger_v2_0p15_v04,0,0,0,0,0,0,False
S4-C,202608221,1,sand_solref_interpolation_5of6_stronger_v2_0p15_v04,0,0,0,0,0,0,False
S4-C,202608221,1,marble_native_0p20_v04,0,0,0,0,0,0,False
S4-C,202608221,1,concrete_native_0p20_v04,0,0,0,0,0,0,False
S4-C,202608221,1,sand_hardened_0p20_v04,0,0,0,0,0,0,False
S4-C,202608221,1,ice_native_0p20_v04,18,7,15,7,7,7,True
S4-C,202608221,1,sand_solref_interpolation_1of3_0p20_v04,0,0,0,0,0,0,False
S4-C,202608221,1,sand_solref_interpolation_2of3_0p20_v04,0,0,0,0,0,0,False
S4-C,202608221,1,sand_solref_interpolation_3of4_stronger_v2_0p20_v04,0,0,0,0,0,0,False
S4-C,202608221,1,sand_solref_interpolation_5of6_stronger_v2_0p20_v04,0,0,0,0,0,0,False
S4-C,202608221,2,marble_native_0p10_v02,0,0,0,0,0,0,False
S4-C,202608221,2,concrete_native_0p10_v02,0,0,0,0,0,0,False
S4-C,202608221,2,sand_hardened_0p10_v02,0,0,0,0,0,0,False
S4-C,202608221,2,ice_native_0p10_v02,31,5,14,5,5,5,True
S4-C,202608221,2,sand_solref_interpolation_1of3_0p10_v02,0,0,0,0,0,0,False
S4-C,202608221,2,sand_solref_interpolation_2of3_0p10_v02,0,0,0,0,0,0,False
S4-C,202608221,2,sand_solref_interpolation_3of4_stronger_v2_0p10_v02,0,0,0,0,0,0,False
S4-C,202608221,2,sand_solref_interpolation_5of6_stronger_v2_0p10_v02,0,0,0,0,0,0,False
S4-C,202608221,2,marble_native_0p15_v02,0,0,0,0,0,0,False
S4-C,202608221,2,concrete_native_0p15_v02,0,0,0,0,0,0,False
S4-C,202608221,2,sand_hardened_0p15_v02,0,0,0,0,0,0,False
S4-C,202608221,2,ice_native_0p15_v02,12,4,9,4,4,4,True
S4-C,202608221,2,sand_solref_interpolation_1of3_0p15_v02,0,0,0,0,0,0,False
S4-C,202608221,2,sand_solref_interpolation_2of3_0p15_v02,0,0,0,0,0,0,False
S4-C,202608221,2,sand_solref_interpolation_3of4_stronger_v2_0p15_v02,0,0,0,0,0,0,False
S4-C,202608221,2,sand_solref_interpolation_5of6_stronger_v2_0p15_v02,0,0,0,0,0,0,False
S4-C,202608221,2,marble_native_0p20_v02,0,0,0,0,0,0,False
S4-C,202608221,2,concrete_native_0p20_v02,0,0,0,0,0,0,False
S4-C,202608221,2,sand_hardened_0p20_v02,0,0,0,0,0,0,False
S4-C,202608221,2,ice_native_0p20_v02,8,4,7,4,4,4,True
S4-C,202608221,2,sand_solref_interpolation_1of3_0p20_v02,0,0,0,0,0,0,False
S4-C,202608221,2,sand_solref_interpolation_2of3_0p20_v02,0,0,0,0,0,0,False
S4-C,202608221,2,sand_solref_interpolation_3of4_stronger_v2_0p20_v02,0,0,0,0,0,0,False
S4-C,202608221,2,sand_solref_interpolation_5of6_stronger_v2_0p20_v02,0,0,0,0,0,0,False
S4-C,202608222,0,marble_native_0p10_v00,0,0,0,0,0,0,False
S4-C,202608222,0,concrete_native_0p10_v00,0,0,0,0,0,0,False
S4-C,202608222,0,sand_hardened_0p10_v00,0,0,0,0,0,0,False
S4-C,202608222,0,ice_native_0p10_v00,18,6,14,6,6,6,True
S4-C,202608222,0,sand_solref_interpolation_1of3_0p10_v00,0,0,0,0,0,0,False
S4-C,202608222,0,sand_solref_interpolation_2of3_0p10_v00,0,0,0,0,0,0,False
S4-C,202608222,0,sand_solref_interpolation_3of4_stronger_v2_0p10_v00,0,0,0,0,0,0,False
S4-C,202608222,0,sand_solref_interpolation_5of6_stronger_v2_0p10_v00,0,0,0,0,0,0,False
S4-C,202608222,0,marble_native_0p15_v00,0,0,0,0,0,0,False
S4-C,202608222,0,concrete_native_0p15_v00,0,0,0,0,0,0,False
S4-C,202608222,0,sand_hardened_0p15_v00,0,0,0,0,0,0,False
S4-C,202608222,0,ice_native_0p15_v00,23,6,12,6,6,6,True
S4-C,202608222,0,sand_solref_interpolation_1of3_0p15_v00,0,0,0,0,0,0,False
S4-C,202608222,0,sand_solref_interpolation_2of3_0p15_v00,0,0,0,0,0,0,False
S4-C,202608222,0,sand_solref_interpolation_3of4_stronger_v2_0p15_v00,0,0,0,0,0,0,False
S4-C,202608222,0,sand_solref_interpolation_5of6_stronger_v2_0p15_v00,0,0,0,0,0,0,False
S4-C,202608222,0,marble_native_0p20_v00,0,0,0,0,0,0,False
S4-C,202608222,0,concrete_native_0p20_v00,0,0,0,0,0,0,False
S4-C,202608222,0,sand_hardened_0p20_v00,0,0,0,0,0,0,False
S4-C,202608222,0,ice_native_0p20_v00,14,4,13,4,4,4,True
S4-C,202608222,0,sand_solref_interpolation_1of3_0p20_v00,0,0,0,0,0,0,False
S4-C,202608222,0,sand_solref_interpolation_2of3_0p20_v00,0,0,0,0,0,0,False
S4-C,202608222,0,sand_solref_interpolation_3of4_stronger_v2_0p20_v00,0,0,0,0,0,0,False
S4-C,202608222,0,sand_solref_interpolation_5of6_stronger_v2_0p20_v00,0,0,0,0,0,0,False
S4-C,202608222,0,marble_native_0p10_v03,0,0,0,0,0,0,False
S4-C,202608222,0,concrete_native_0p10_v03,0,0,0,0,0,0,False
S4-C,202608222,0,sand_hardened_0p10_v03,0,0,0,0,0,0,False
S4-C,202608222,0,ice_native_0p10_v03,15,8,11,8,8,8,True
S4-C,202608222,0,sand_solref_interpolation_1of3_0p10_v03,0,0,0,0,0,0,False
S4-C,202608222,0,sand_solref_interpolation_2of3_0p10_v03,0,0,0,0,0,0,False
S4-C,202608222,0,sand_solref_interpolation_3of4_stronger_v2_0p10_v03,0,0,0,0,0,0,False
S4-C,202608222,0,sand_solref_interpolation_5of6_stronger_v2_0p10_v03,0,0,0,0,0,0,False
S4-C,202608222,0,marble_native_0p15_v03,0,0,0,0,0,0,False
S4-C,202608222,0,concrete_native_0p15_v03,0,0,0,0,0,0,False
S4-C,202608222,0,sand_hardened_0p15_v03,0,0,0,0,0,0,False
S4-C,202608222,0,ice_native_0p15_v03,15,3,7,3,3,3,True
S4-C,202608222,0,sand_solref_interpolation_1of3_0p15_v03,0,0,0,0,0,0,False
S4-C,202608222,0,sand_solref_interpolation_2of3_0p15_v03,0,0,0,0,0,0,False
S4-C,202608222,0,sand_solref_interpolation_3of4_stronger_v2_0p15_v03,0,0,0,0,0,0,False
S4-C,202608222,0,sand_solref_interpolation_5of6_stronger_v2_0p15_v03,0,0,0,0,0,0,False
S4-C,202608222,0,marble_native_0p20_v03,0,0,0,0,0,0,False
S4-C,202608222,0,concrete_native_0p20_v03,0,0,0,0,0,0,False
S4-C,202608222,0,sand_hardened_0p20_v03,0,0,0,0,0,0,False
S4-C,202608222,0,ice_native_0p20_v03,17,8,10,8,8,8,True
S4-C,202608222,0,sand_solref_interpolation_1of3_0p20_v03,0,0,0,0,0,0,False
S4-C,202608222,0,sand_solref_interpolation_2of3_0p20_v03,0,0,0,0,0,0,False
S4-C,202608222,0,sand_solref_interpolation_3of4_stronger_v2_0p20_v03,0,0,0,0,0,0,False
S4-C,202608222,0,sand_solref_interpolation_5of6_stronger_v2_0p20_v03,0,0,0,0,0,0,False
S4-C,202608222,1,marble_native_0p10_v01,0,0,0,0,0,0,False
S4-C,202608222,1,concrete_native_0p10_v01,0,0,0,0,0,0,False
S4-C,202608222,1,sand_hardened_0p10_v01,0,0,0,0,0,0,False
S4-C,202608222,1,ice_native_0p10_v01,19,7,12,7,7,7,True
S4-C,202608222,1,sand_solref_interpolation_1of3_0p10_v01,0,0,0,0,0,0,False
S4-C,202608222,1,sand_solref_interpolation_2of3_0p10_v01,0,0,0,0,0,0,False
S4-C,202608222,1,sand_solref_interpolation_3of4_stronger_v2_0p10_v01,0,0,0,0,0,0,False
S4-C,202608222,1,sand_solref_interpolation_5of6_stronger_v2_0p10_v01,0,0,0,0,0,0,False
S4-C,202608222,1,marble_native_0p15_v01,0,0,0,0,0,0,False
S4-C,202608222,1,concrete_native_0p15_v01,0,0,0,0,0,0,False
S4-C,202608222,1,sand_hardened_0p15_v01,0,0,0,0,0,0,False
S4-C,202608222,1,ice_native_0p15_v01,18,6,11,6,6,6,True
S4-C,202608222,1,sand_solref_interpolation_1of3_0p15_v01,0,0,0,0,0,0,False
S4-C,202608222,1,sand_solref_interpolation_2of3_0p15_v01,0,0,0,0,0,0,False
S4-C,202608222,1,sand_solref_interpolation_3of4_stronger_v2_0p15_v01,0,0,0,0,0,0,False
S4-C,202608222,1,sand_solref_interpolation_5of6_stronger_v2_0p15_v01,0,0,0,0,0,0,False
S4-C,202608222,1,marble_native_0p20_v01,0,0,0,0,0,0,False
S4-C,202608222,1,concrete_native_0p20_v01,0,0,0,0,0,0,False
S4-C,202608222,1,sand_hardened_0p20_v01,0,0,0,0,0,0,False
S4-C,202608222,1,ice_native_0p20_v01,12,6,10,6,6,6,True
S4-C,202608222,1,sand_solref_interpolation_1of3_0p20_v01,0,0,0,0,0,0,False
S4-C,202608222,1,sand_solref_interpolation_2of3_0p20_v01,0,0,0,0,0,0,False
S4-C,202608222,1,sand_solref_interpolation_3of4_stronger_v2_0p20_v01,0,0,0,0,0,0,False
S4-C,202608222,1,sand_solref_interpolation_5of6_stronger_v2_0p20_v01,0,0,0,0,0,0,False
S4-C,202608222,1,marble_native_0p10_v04,0,0,0,0,0,0,False
S4-C,202608222,1,concrete_native_0p10_v04,0,0,0,0,0,0,False
S4-C,202608222,1,sand_hardened_0p10_v04,0,0,0,0,0,0,False
S4-C,202608222,1,ice_native_0p10_v04,23,10,13,9,9,9,True
S4-C,202608222,1,sand_solref_interpolation_1of3_0p10_v04,0,0,0,0,0,0,False
S4-C,202608222,1,sand_solref_interpolation_2of3_0p10_v04,0,0,0,0,0,0,False
S4-C,202608222,1,sand_solref_interpolation_3of4_stronger_v2_0p10_v04,0,0,0,0,0,0,False
S4-C,202608222,1,sand_solref_interpolation_5of6_stronger_v2_0p10_v04,0,0,0,0,0,0,False
S4-C,202608222,1,marble_native_0p15_v04,0,0,0,0,0,0,False
S4-C,202608222,1,concrete_native_0p15_v04,0,0,0,0,0,0,False
S4-C,202608222,1,sand_hardened_0p15_v04,0,0,0,0,0,0,False
S4-C,202608222,1,ice_native_0p15_v04,13,8,12,8,8,8,True
S4-C,202608222,1,sand_solref_interpolation_1of3_0p15_v04,0,0,0,0,0,0,False
S4-C,202608222,1,sand_solref_interpolation_2of3_0p15_v04,0,0,0,0,0,0,False
S4-C,202608222,1,sand_solref_interpolation_3of4_stronger_v2_0p15_v04,0,0,0,0,0,0,False
S4-C,202608222,1,sand_solref_interpolation_5of6_stronger_v2_0p15_v04,0,0,0,0,0,0,False
S4-C,202608222,1,marble_native_0p20_v04,0,0,0,0,0,0,False
S4-C,202608222,1,concrete_native_0p20_v04,0,0,0,0,0,0,False
S4-C,202608222,1,sand_hardened_0p20_v04,0,0,0,0,0,0,False
S4-C,202608222,1,ice_native_0p20_v04,18,7,15,7,7,7,True
S4-C,202608222,1,sand_solref_interpolation_1of3_0p20_v04,0,0,0,0,0,0,False
S4-C,202608222,1,sand_solref_interpolation_2of3_0p20_v04,0,0,0,0,0,0,False
S4-C,202608222,1,sand_solref_interpolation_3of4_stronger_v2_0p20_v04,0,0,0,0,0,0,False
S4-C,202608222,1,sand_solref_interpolation_5of6_stronger_v2_0p20_v04,0,0,0,0,0,0,False
S4-C,202608222,2,marble_native_0p10_v02,0,0,0,0,0,0,False
